CIN,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members,LLP Identification Number,Main division of business activity to be carried out in India,Description of main division,Number Of Partners,Number of Designated Partners,Unnamed: 0
U36996TN2020PTC139630,SAKARIA IMPEX PRIVATE LIMITED,Active,RoC-Chennai,139630,Company limited by Shares,Non-govt company,Private,24 November 2020,"1 years, 4 month, 1 days",Manufacturing n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U17120MH2005PTC151964,SAKARIA TEX-INDIA PRIVATE LIMITED,Active,RoC-Mumbai,151964,Company limited by Shares,Non-govt company,Private,15 March 2005,"17 years, 0 month, 10 days","Spinning, weaving and finishing of textiles.  Click here to see other companies involved in same activity.",-,,,,,,
U45200GJ2012PTC068503,SAKARIYA DEVELOPERS PRIVATE LIMITED,Active,RoC-Ahmedabad,68503,Company limited by Shares,Non-govt company,Private,06 January 2012,"10 years, 2 month, 19 days",Building of complete constructions or parts thereof; civil engineering  Click here to see other companies involved in same activity.,-,,,,,,
,SAKARIYA EVOLVE LLP,Active,RoC-Ahmedabad,,,,,10 January 2022,"0 years, 2 month, 15 days",,,ABA-1677,Construction,Construction,0,2,
U67120TN1999PTC042154,SAKARIYA SHARES & SECURITIES PRIVATE LIMITED,Active,RoC-Chennai,42154,Company limited by Shares,Non-govt company,Private,25 March 1999,"23 years, 0 month, 0 days","Activities auxiliary to financial intermediation, except insurance and pension funding.[This Group includes activities involved in or closely related to financial inter-mediation other than insurance and pension funding but not themselves involving financial inter-mediation].  Click here to see other companies involved in same activity.",-,,,,,,
U26940DL2012PTC245150,SAKARNI PLASTER (INDIA) PRIVATE LIMITED,Active,RoC-Delhi,245150,Company limited by Shares,Non-govt company,Private,21 November 2012,"9 years, 4 month, 4 days",Manufacture of non-metallic mineral products n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U01113MH1973PTC016459,SAKARWADI TRADING COMPANY PRIVATE LIMITED,Active,RoC-Mumbai,16459,Company limited by Shares,Non-govt company,Private,07 April 1973,"48 years, 11 month, 18 days",Growing of crops; market gardening; horticulture  Click here to see other companies involved in same activity.,-,,,,,,
U01110MN2021PTC014404,SAKARYIA ORGANIC PRODUCER COMPANY LIMITED,Active,RoC-Shillong,14404,Company limited by Shares,Non-govt company,Private,15 October 2021,"0 years, 5 month, 10 days",Growing of crops; market gardening; horticulture  Click here to see other companies involved in same activity.,-,,,,,,
U01100PN2019PTC184435,SAKAS FARMERS PRODUCER COMPANY LIMITED,Active,RoC-Pune,184435,Company limited by Shares,Non-govt company,Private,28 May 2019,"2 years, 9 month, 28 days",Growing of crops; market gardening; horticulture  Click here to see other companies involved in same activity.,-,,,,,,
U29306UP2020PTC126325,SAKASH APPLIANCES PRIVATE LIMITED,Active,RoC-Kanpur,126325,Company limited by Shares,Non-govt company,Private,29 January 2020,"2 years, 1 month, 27 days","Manufacture of domestic appliances, n.e.c.  Click here to see other companies involved in same activity.",-,,,,,,
U72501MH2017PTC296598,SAKASH TECHNOLOGY MANAGEMENT PRIVATE LIMITED,Active,RoC-Mumbai,296598,Company limited by Shares,Non-govt company,Private,24 June 2017,"4 years, 9 month, 1 days","Maintenance and repair of office, accounting and computing machinery  Click here to see other companies involved in same activity.",-,,,,,,
U80101DL2021NPL381273,SAKASHM BHARTI FOUNDATION,Active,RoC-Delhi,381273,Company limited by Shares,Non-govt company,Private,19 May 2021,"0 years, 10 month, 6 days",Primary education  Click here to see other companies involved in same activity.,-,,,,,,
U01100MH2021PTC363711,SAKASHM FARMER PRODUCER COMPANY LIMITED,Active,RoC-Mumbai,363711,Company limited by Shares,Non-govt company,Private,09 July 2021,"0 years, 8 month, 16 days",Growing of crops; market gardening; horticulture  Click here to see other companies involved in same activity.,-,,,,,,
U74999PN2018PTC181033,SAKAV TECHNOLOGY PRIVATE LIMITED,Active,RoC-Pune,181033,Company limited by Shares,Non-govt company,Private,27 December 2018,"3 years, 2 month, 29 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U74999TN2017PTC119291,SAKAVAS CORPORATE SERVICES PRIVATE LIMITED,Active,RoC-Chennai,119291,Company limited by Shares,Non-govt company,Private,30 October 2017,"4 years, 4 month, 26 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U72200TN2007PTC065258,SAKAYE INFOTECH PRIVATE LIMITED,Active,RoC-Chennai,65258,Company limited by Shares,Non-govt company,Private,02 November 2007,"14 years, 4 month, 23 days","Software publishing, consultancy and supply [Software publishing includes production, supply and documentation of ready-made (non-customized) software, operating systems software, business & other applications software, computer games software for all platforms. Consultancy includes providing the best solution in the form of custom software after analyzing the user?s needs and problems. Custom software also includes made-to-order software based on orders from specific users. Also, included are writing of software of any kind following directives of the users; software maintenance, web-page design].  Click here to see other companies involved in same activity.",-,,,,,,
U15400TG2021PTC156650,SAKE BREWERIES INDIA PRIVATE LIMITED,Active,RoC-Hyderabad,156650,Company limited by Shares,Non-govt company,Private,03 November 2021,"0 years, 4 month, 22 days",Manufacture of other food products  Click here to see other companies involved in same activity.,-,,,,,,
,SAKE UNIVERSAL EXPORTS LLP,Active,RoC-Mumbai,,,,,11 July 2020,"1 years, 8 month, 14 days",,,AAS-8498,"Activities Agriculture, Hunting and related Service activities","Activities Agriculture, Hunting and related Service activities",0,2,
U01100TG2019PTC130147,SAKEDA ORGANIC AGRICULTURE FARMERS PRODUCER COMPANY LIMITED,Active,RoC-Hyderabad,130147,Company limited by Shares,Non-govt company,Private,30 January 2019,"3 years, 1 month, 26 days",Growing of crops; market gardening; horticulture  Click here to see other companies involved in same activity.,-,,,,,,
U72200KA2004PTC035246,SAKEE SOFT PRIVATE LIMITED,Active,RoC-Bangalore,35246,Company limited by Shares,Non-govt company,Private,15 December 2004,"17 years, 3 month, 10 days","Software publishing, consultancy and supply [Software publishing includes production, supply and documentation of ready-made (non-customized) software, operating systems software, business & other applications software, computer games software for all platforms. Consultancy includes providing the best solution in the form of custom software after analyzing the user?s needs and problems. Custom software also includes made-to-order software based on orders from specific users. Also, included are writing of software of any kind following directives of the users; software maintenance, web-page design].  Click here to see other companies involved in same activity.",-,,,,,,
U15121TN2000PTC045103,SAKEENA FOODS PRIVATE LIMITED,Active,RoC-Chennai,45103,Company limited by Shares,Non-govt company,Private,02 June 2000,"21 years, 9 month, 23 days","Production, processing and preservation of meat, fish, fruit vegetables, oils and fats.  Click here to see other companies involved in same activity.",-,,,,,,
U51109WB2005PTC102435,SAKEHI SALES PRIVATE LIMITED,Active,RoC-Kolkata,102435,Company limited by Shares,Non-govt company,Private,23 March 2005,"17 years, 0 month, 2 days","Wholesale on a fee or contract basis. [Includes commission agents, commodity brokers and auctioneers and all other wholesalers who trade on behalf and on the account of others. Activities of self employed auctioneers are included in 74991.]  Click here to see other companies involved in same activity.",-,,,,,,
U74999UP2017PTC090700,SAKER ENERGIES PRIVATE LIMITED,Active,RoC-Kanpur,90700,Company limited by Shares,Non-govt company,Private,22 February 2017,"5 years, 1 month, 3 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U36101GJ2018PTC101959,SAKERA SOLAR PRIVATE LIMITED,Active,RoC-Ahmedabad,101959,Company limited by Shares,Non-govt company,Private,20 April 2018,"3 years, 11 month, 5 days",Manufacture of furniture  Click here to see other companies involved in same activity.,-,,,,,,
U93000DL2016PTC289667,SAKET 2020 PRIVATE LIMITED,Active,RoC-Delhi,289667,Company limited by Shares,Non-govt company,Private,18 January 2016,"6 years, 2 month, 7 days",Other service activities  Click here to see other companies involved in same activity.,-,,,,,,
,SAKET ADVISORY SOLUTIONS LLP,Active,RoC-Hyderabad,,,,,23 January 2018,"4 years, 2 month, 2 days",,,AAL-8182,Other Business Activities,Other Business Activities,0,2,
U70101DL2006PTC288539,SAKET APARTMENTS PVT LTD,Active,RoC-Delhi,288539,Company limited by Shares,Non-govt company,Private,17 February 2006,"16 years, 1 month, 8 days","Real estate activities with own or leased property. [This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.(Development on own account involving construction is classified in class 4520).]  Click here to see other companies involved in same activity.",-,,,,,,
U50300DL2005PTC132235,SAKET AUTOMOBILES PRIVATE LIMITED,Active,RoC-Delhi,132235,Company limited by Shares,Non-govt company,Private,19 January 2005,"17 years, 2 month, 6 days","Sale of motor vehicle parts and accessories [Includes wholesale and retail sale of all kinds of parts , components, and accessories for motor vehicles, when not combined with sale of such vehicles themselves.]  Click here to see other companies involved in same activity.",-,,,,,,
U01119TG2003PTC040758,SAKET BIO-CULTURES PRIVATE LIMITED,Active,RoC-Hyderabad,40758,Company limited by Shares,Non-govt company,Private,01 April 2003,"18 years, 11 month, 24 days",Growing of crops; market gardening; horticulture  Click here to see other companies involved in same activity.,-,,,,,,
U24230MH2004PTC150306,SAKET BIOTECH PRIVATE LIMITED,Active,RoC-Mumbai,150306,Company limited by Shares,Non-govt company,Private,30 December 2004,"17 years, 2 month, 26 days",Manufacture of other chemical products  Click here to see other companies involved in same activity.,-,,,,,,
U27310WB1988PTC045233,SAKET CEMENT PRODUCTS PVT LTD,Active,RoC-Kolkata,45233,Company limited by Shares,Non-govt company,Private,20 September 1988,"33 years, 6 month, 5 days","Casting of metals [This group includes casting finished or semi-finished products producing a variety of goods, all characteristic of other activity classes]  Click here to see other companies involved in same activity.",-,,,,,,
U74999DL2016PTC289335,SAKET CITY MEDICAL OFFICE BUILDING PRIVATE LIMITED,Active,RoC-Delhi,289335,Company limited by Shares,Non-govt company,Private,06 January 2016,"6 years, 2 month, 19 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U10100MP2013PTC031802,SAKET COKE & COAL INDIA PRIVATE LIMITED,Active,RoC-Gwalior,31802,Company limited by Shares,Non-govt company,Private,22 November 2013,"8 years, 4 month, 3 days","Mining and agglomeration of hard coal [Includes under ground or open-cut mining of anthracite, bituminous or other hard coal; cleaning, sizing, pulverizing and other operations to improve the quality; operations to recover hard coal from culm banks; manufacture of briquettes or other solid fuels consisting chiefly of hard coal and in-situ gasification of coal.]  Click here to see other companies involved in same activity.",-,,,,,,
U63030DL2018PTC333083,SAKET CONCIERGE PRIVATE LIMITED,Active,RoC-Delhi,333083,Company limited by Shares,Non-govt company,Private,25 April 2018,"3 years, 11 month, 0 days",Supporting and auxiliary transport activities; activities of travel agencies  Click here to see other companies involved in same activity.,-,,,,,,
,SAKET CORPORATION LIMITED LIABILITY PARTNERSHIP,Active,RoC-Ahmedabad,,,,,15 July 2014,"7 years, 8 month, 10 days",,,AAC-4630,Real estate activities,Real estate activities,0,4,
U31200PN2004PTC019395,SAKET DEVICES PRIVATE LIMITED,Active,RoC-Pune,19395,Company limited by Shares,Non-govt company,Private,15 June 2004,"17 years, 9 month, 10 days","Manufacture of electricity distribution and control apparatus [electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors, junction boxes etc.) for a voltage exceeding 1000 volts; similar apparatus (including relays, sockets etc.) for a voltage not exceeding 1000 volts; boards, panels, consoles, cabinets and other bases equipped with two or more of the above apparatus for electricity control or distribution of electricity including power capacitors.]  Click here to see other companies involved in same activity.",-,,,,,,
